# x(m), q(W/m2)
2.444869999999999877e+00,4.059030000000000000e+05
2.445250000000000146e+00,4.053710000000000000e+05
2.445250000000000146e+00,4.053710000000000000e+05
2.445619999999999905e+00,4.048430000000000000e+05
2.446000000000000174e+00,4.043190000000000000e+05
2.446379999999999999e+00,4.037990000000000000e+05
2.446759999999999824e+00,4.032830000000000000e+05
2.447130000000000027e+00,4.027710000000000000e+05
2.447509999999999852e+00,4.022620000000000000e+05
2.447890000000000121e+00,4.017570000000000000e+05
2.448269999999999946e+00,4.012560000000000000e+05
2.448650000000000215e+00,4.007580000000000000e+05
2.449019999999999975e+00,4.002630000000000000e+05
2.449399999999999800e+00,3.997730000000000000e+05
2.449780000000000069e+00,3.992860000000000000e+05
2.450159999999999894e+00,3.988040000000000000e+05
2.450530000000000097e+00,3.983250000000000000e+05
2.450909999999999922e+00,3.978510000000000000e+05
2.451290000000000191e+00,3.973800000000000000e+05
2.451670000000000016e+00,3.969130000000000000e+05
2.452049999999999841e+00,3.964500000000000000e+05
2.452420000000000044e+00,3.959900000000000000e+05
2.452799999999999869e+00,3.955340000000000000e+05
2.453180000000000138e+00,3.950800000000000000e+05
2.453559999999999963e+00,3.946300000000000000e+05
2.453939999999999788e+00,3.941810000000000000e+05
2.454309999999999992e+00,3.937350000000000000e+05
2.454689999999999817e+00,3.932900000000000000e+05
2.455070000000000086e+00,3.928470000000000000e+05
2.455449999999999910e+00,3.924050000000000000e+05
2.455820000000000114e+00,3.919640000000000000e+05
2.456199999999999939e+00,3.915240000000000000e+05
2.456580000000000208e+00,3.910850000000000000e+05
2.456960000000000033e+00,3.906460000000000000e+05
2.457339999999999858e+00,3.902090000000000000e+05
2.457710000000000061e+00,3.897730000000000000e+05
2.458089999999999886e+00,3.893390000000000000e+05
2.458470000000000155e+00,3.889060000000000000e+05
2.458849999999999980e+00,3.884760000000000000e+05
2.459220000000000184e+00,3.880480000000000000e+05
2.459600000000000009e+00,3.876230000000000000e+05
2.459979999999999833e+00,3.872020000000000000e+05
2.460360000000000102e+00,3.867840000000000000e+05
2.460739999999999927e+00,3.863690000000000000e+05
